,adjClose,change,changeOverTime,changePercent,close,date,high,label,low,open,unadjustedVolume,volume,vwap
48,102.55,-0.42,-0.0032447,-0.32447,129.02,2019-06-17,130.05,"June 17, 19",128.78,129.44,2295029,2295029,129.28
49,103.63,1.13,0.0087427,0.87427,130.38,2019-06-18,131.16,"June 18, 19",129.25,129.25,3048776,3048776,130.26
50,104.17,0.62,0.0047535,0.47535,131.05,2019-06-19,132.28,"June 19, 19",130.25,130.43,2491990,2491990,131.19
51,105.51,-0.08,-0.0006023189,-0.06023189,132.74,2019-06-20,133.4,"June 20, 19",132.12,132.82,3212266,3212266,132.76
52,105.78,0.73,0.0055157,0.55157,133.08,2019-06-21,133.4,"June 21, 19",132.3,132.35,5531980,5531980,132.93
53,105.89,0.14,0.001052,0.1052,133.22,2019-06-24,133.99,"June 24, 19",132.93,133.08,2286556,2286556,133.38
54,105.14,-1.05,-0.0078752,-0.78752,132.28,2019-06-25,133.41,"June 25, 19",132.06,133.33,2930055,2930055,132.58
55,105.26,-0.33,-0.0024857,-0.24857,132.43,2019-06-26,133.54,"June 26, 19",132.32,132.76,2389692,2389692,132.76
56,105.26,-0.19,-0.0014327,-0.14327,132.43,2019-06-27,133.17,"June 27, 19",131.88,132.62,2248691,2248691,132.5
57,104.79,-0.64,-0.0048309,-0.48309,131.84,2019-06-28,133.02,"June 28, 19",131.78,132.48,6436979,6436979,132.21
58,106.29,0.27,0.0020231,0.20231,133.73,2019-07-01,135.27,"July 01, 19",133.15,133.46,3533074,3533074,134.05
59,106.55,0.45,0.0033683,0.33683,134.05,2019-07-02,134.25,"July 02, 19",133.34,133.6,2520546,2520546,133.88
60,107.55,0.79,0.0058723,0.58723,135.32,2019-07-03,135.58,"July 03, 19",134.25,134.53,2019198,2019198,135.05
61,107.43,0.49,0.0036385,0.36385,135.16,2019-07-05,135.27,"July 05, 19",133.76,134.67,2232896,2232896,134.73
62,106.82,-0.46,-0.0034112,-0.34112,134.39,2019-07-08,135.08,"July 08, 19",134.1,134.85,2505484,2505484,134.52
63,105.88,-1.23,-0.0091497,-0.91497,133.2,2019-07-09,134.79,"July 09, 19",133.01,134.43,3519999,3519999,133.67
64,106.74,0.45,0.0033622,0.33622,134.29,2019-07-10,135.67,"July 10, 19",133.64,133.84,2629539,2629539,134.53
65,107.33,0.43,0.0031947,0.31947,135.03,2019-07-11,135.35,"July 11, 19",134.13,134.6,2231013,2231013,134.84
66,108.47,0.78,0.0057488,0.57488,136.46,2019-07-12,136.63,"July 12, 19",135.43,135.68,2914365,2914365,136.18
67,108.91,0.41,0.0030012,0.30012,137.02,2019-07-15,137.2,"July 15, 19",135.87,136.61,2477242,2477242,136.7
68,109.07,0.35,0.0025572,0.25572,137.22,2019-07-16,137.71,"July 16, 19",136.73,136.87,3634536,3634536,137.22
69,108.72,-0.51,-0.0037148,-0.37148,136.78,2019-07-17,137.48,"July 17, 19",135.71,137.29,6343258,6343258,136.65
70,113.7,6.82,0.0501,5.01,143.05,2019-07-18,143.7,"July 18, 19",135.95,136.23,13276460,13276460,140.9
71,113.74,-0.27,-0.0018832,-0.18832,143.1,2019-07-19,144.91,"July 19, 19",142.97,143.37,7626072,7626072,143.66
72,113.79,-0.41,-0.0028559,-0.28559,143.15,2019-07-22,145.26,"July 22, 19",143.12,143.56,4280860,4280860,143.84
73,114.27,-0.18,-0.0012504,-0.12504,143.77,2019-07-23,144.09,"July 23, 19",141.85,143.95,3914341,3914341,143.24
74,114.01,-0.09,-0.0006270903,-0.06270903,143.43,2019-07-24,144.79,"July 24, 19",142.64,143.52,3088210,3088210,143.62
75,114.28,0.55,0.00384,0.384,143.78,2019-07-25,144.0,"July 25, 19",142.07,143.23,3244797,3244797,143.28
76,115.02,0.34,0.0023552,0.23552,144.7,2019-07-26,144.75,"July 26, 19",143.5,144.36,3037898,3037898,144.32
77,114.65,-0.22,-0.0015229,-0.15229,144.24,2019-07-29,144.82,"July 29, 19",143.71,144.46,2170973,2170973,144.26
78,113.81,-0.22,-0.0015342,-0.15342,143.18,2019-07-30,143.79,"July 30, 19",142.66,143.4,2753804,2753804,143.21
79,112.65,-1.4,-0.009782,-0.9782,141.72,2019-07-31,143.58,"July 31, 19",139.95,143.12,3894153,3894153,141.75
80,114.23,1.36,0.0095539,0.95539,143.71,2019-08-01,146.1,"August 01, 19",141.97,142.35,6635824,6635824,143.93
81,111.89,-1.71,-0.012,-1.2,140.77,2019-08-02,146.22,"August 02, 19",139.19,142.48,8474378,8474378,142.06
82,106.96,-4.03,-0.0291,-2.91,134.57,2019-08-05,138.72,"August 05, 19",133.03,138.6,7442185,7442185,135.44
83,106.94,-1.24,-0.0091324,-0.91324,134.54,2019-08-06,136.2,"August 06, 19",133.18,135.78,5303952,5303952,134.64
84,105.71,0.35,0.0026387,0.26387,132.99,2019-08-07,133.44,"August 07, 19",130.41,132.64,6204767,6204767,132.28
85,107.71,1.58,0.0119,1.19,133.94,2019-08-08,134.24,"August 08, 19",131.7,132.36,5503111,5503111,133.3
86,104.66,-3.01,-0.0226,-2.26,130.14,2019-08-09,133.18,"August 09, 19",129.4,133.15,5485852,5485852,130.91
87,102.77,-1.9,-0.0147,-1.47,127.79,2019-08-12,129.89,"August 12, 19",127.32,129.69,4271759,4271759,128.34
88,104.4,1.9,0.0149,1.49,129.82,2019-08-13,130.56,"August 13, 19",126.97,127.92,4730117,4730117,129.12
89,100.91,-2.54,-0.0198,-1.98,125.48,2019-08-14,128.26,"August 14, 19",125.22,128.02,5349453,5349453,126.32
90,101.43,0.67,0.0053408,0.53408,126.12,2019-08-15,126.55,"August 15, 19",124.52,125.45,3910889,3910889,125.73
91,102.84,0.69,0.005425,0.5425,127.88,2019-08-16,128.67,"August 16, 19",127.1,127.19,3150552,3150552,127.88
92,103.82,0.15,0.0011632,0.11632,129.1,2019-08-19,130.33,"August 19, 19",128.95,128.95,3310695,3310695,129.46
93,102.26,-2.14,-0.0166,-1.66,127.15,2019-08-20,129.33,"August 20, 19",126.97,129.29,3157456,3157456,127.82
94,103.22,-0.67,-0.005193,-0.5193,128.35,2019-08-21,129.96,"August 21, 19",127.92,129.02,2934762,2934762,128.74
95,103.27,-0.36,-0.0027957,-0.27957,128.41,2019-08-22,129.71,"August 22, 19",127.93,128.77,2818865,2818865,128.68
96,99.62,-3.88,-0.0304,-3.04,123.87,2019-08-23,128.36,"August 23, 19",123.16,127.75,5040046,5040046,125.13
97,99.94,-1.02,-0.0081411,-0.81411,124.27,2019-08-26,125.53,"August 26, 19",123.48,125.29,2964259,2964259,124.43
98,100.85,-0.03,-0.0002391772,-0.02391772,125.4,2019-08-27,125.91,"August 27, 19",124.58,125.43,4945488,4945488,125.3
99,102.07,2.22,0.0178,1.78,126.92,2019-08-28,127.05,"August 28, 19",124.32,124.7,2838426,2838426,126.1
100,103.7,0.67,0.0052229,0.52229,128.95,2019-08-29,129.72,"August 29, 19",128.15,128.28,3108503,3108503,128.94
101,104.2,-0.05,-0.0003857429,-0.03857429,129.57,2019-08-30,130.09,"August 30, 19",128.45,129.62,3096788,3096788,129.37
102,103.1,-0.72,-0.0055849,-0.55849,128.2,2019-09-03,128.97,"September 03, 19",127.47,128.92,2957983,2957983,128.21
103,104.81,0.59,0.0045476,0.45476,130.33,2019-09-04,130.43,"September 04, 19",129.21,129.74,2351303,2351303,129.99
104,108.38,2.55,0.0193,1.93,134.77,2019-09-05,135.47,"September 05, 19",131.98,132.22,5242134,5242134,134.07
105,108.08,-0.91,-0.0067258,-0.67258,134.39,2019-09-06,135.31,"September 06, 19",134.28,135.3,2695333,2695333,134.66
106,109.64,1.92,0.0143,1.43,136.33,2019-09-09,136.73,"September 09, 19",134.28,134.41,4421024,4421024,135.78
107,111.52,1.96,0.0143,1.43,138.67,2019-09-10,139.06,"September 10, 19",136.67,136.71,5208766,5208766,138.14
108,110.41,-1.2,-0.0086655,-0.86655,137.28,2019-09-11,138.74,"September 11, 19",136.43,138.48,4047706,4047706,137.49
109,110.42,-0.4,-0.0029049,-0.29049,137.3,2019-09-12,137.71,"September 12, 19",135.64,137.7,2620648,2620648,136.88
110,110.46,-0.62,-0.0044937,-0.44937,137.35,2019-09-13,138.29,"September 13, 19",136.96,137.97,2308104,2308104,137.53
111,109.54,-0.08,-0.0005869836,-0.05869836,136.21,2019-09-16,137.32,"September 16, 19",136.01,136.29,2017211,2017211,136.52
112,109.33,-0.26,-0.0019088,-0.19088,135.95,2019-09-17,136.21,"September 17, 19",134.47,136.21,3068127,3068127,135.54
113,109.34,0.17,0.0012518,0.12518,135.97,2019-09-18,136.04,"September 18, 19",134.33,135.8,2074846,2074846,135.45
114,109.92,0.48,0.0035242,0.35242,136.68,2019-09-19,138.65,"September 19, 19",136.19,136.2,3232035,3232035,137.17
115,109.08,-1.31,-0.0095655,-0.95655,135.64,2019-09-20,137.5,"September 20, 19",135.58,136.95,5432296,5432296,136.24
116,109.23,0.84,0.0062231,0.62231,135.82,2019-09-23,135.97,"September 23, 19",134.38,134.98,1901523,1901523,135.39
117,108.93,-0.78,-0.0057256,-0.57256,135.45,2019-09-24,136.61,"September 24, 19",134.87,136.23,3380254,3380254,135.64
118,110.07,1.35,0.0099624,0.99624,136.86,2019-09-25,137.31,"September 25, 19",134.67,135.51,2642928,2642928,136.28
119,110.37,0.37,0.0027033,0.27033,137.24,2019-09-26,137.55,"September 26, 19",135.19,136.87,2416051,2416051,136.66
120,110.13,-1.12,-0.0081124,-0.81124,136.94,2019-09-27,138.71,"September 27, 19",136.12,138.06,2465213,2465213,137.26
121,111.81,1.61,0.0117,1.17,139.02,2019-09-30,140.12,"September 30, 19",137.41,137.41,4171866,4171866,138.85
122,110.45,-1.85,-0.0133,-1.33,137.34,2019-10-01,140.87,"October 01, 19",137.23,139.19,3096997,3096997,138.48
123,108.94,-0.48,-0.003531,-0.3531,135.46,2019-10-02,136.01,"October 02, 19",134.39,135.94,3494477,3494477,135.29
124,109.19,0.38,0.0028067,0.28067,135.77,2019-10-03,135.82,"October 03, 19",133.06,135.39,3063525,3063525,134.89
125,109.94,0.89,0.0065533,0.65533,136.7,2019-10-04,136.77,"October 04, 19",134.83,135.81,2524626,2524626,136.1
126,108.62,-0.93,-0.0068382,-0.68382,135.07,2019-10-07,136.42,"October 07, 19",135.01,136.0,2538119,2538119,135.5
127,106.39,-1.78,-0.0133,-1.33,132.29,2019-10-08,134.29,"October 08, 19",132.17,134.07,3373768,3373768,132.92
128,107.38,-0.09,-0.0006735519,-0.06735519,133.53,2019-10-09,134.16,"October 09, 19",132.69,133.62,2741357,2741357,133.46
129,108.51,1.3,0.0097291,0.97291,134.92,2019-10-10,135.54,"October 10, 19",133.42,133.62,2713010,2713010,134.63
130,109.76,-0.01,-7.32654e-05,-0.00732654,136.48,2019-10-11,138.15,"October 11, 19",136.34,136.49,3134653,3134653,136.99
131,109.21,-0.26,-0.0019111,-0.19111,135.79,2019-10-14,136.17,"October 14, 19",135.11,136.05,2415737,2415737,135.69
132,109.94,0.44,0.0032289,0.32289,136.71,2019-10-15,137.4,"October 15, 19",135.57,136.27,3164673,3164673,136.56
133,109.26,-0.36,-0.0026428,-0.26428,135.86,2019-10-16,136.66,"October 16, 19",135.17,136.22,5577900,5577900,135.9
134,103.22,-0.7,-0.0054238,-0.54238,128.36,2019-10-17,130.02,"October 17, 19",127.07,129.06,16484751,16484751,128.48
135,103.09,-0.13,-0.0010131,-0.10131,128.19,2019-10-18,128.58,"October 18, 19",126.43,128.32,7507665,7507665,127.73
136,101.93,-0.03,-0.0002366304,-0.02366304,126.75,2019-10-21,127.25,"October 21, 19",125.14,126.78,6596181,6596181,126.38
137,102.99,1.35,0.0107,1.07,128.07,2019-10-22,128.15,"October 22, 19",125.82,126.72,4353034,4353034,127.35
138,103.32,0.82,0.0064238,0.64238,128.47,2019-10-23,128.65,"October 23, 19",126.86,127.65,3777001,3777001,128.0
139,103.08,-0.73,-0.0056633,-0.56633,128.17,2019-10-24,129.13,"October 24, 19",127.44,128.9,2718031,2718031,128.25
140,104.13,1.26,0.0098269,0.98269,129.48,2019-10-25,129.95,"October 25, 19",128.2,128.22,2697739,2697739,129.21
141,104.54,-0.03,-0.0002307337,-0.02307337,129.99,2019-10-28,130.62,"October 28, 19",129.49,130.02,3374501,3374501,130.04
142,102.89,-1.53,-0.0118,-1.18,127.93,2019-10-29,129.61,"October 29, 19",127.57,129.46,4352092,4352092,128.37
143,103.99,1.36,0.0106,1.06,129.3,2019-10-30,129.33,"October 30, 19",127.34,127.94,2356638,2356638,128.66
144,102.82,-1.32,-0.0102,-1.02,127.85,2019-10-31,129.3,"October 31, 19",127.37,129.17,3569057,3569057,128.17
145,104.2,0.98,0.0076211,0.76211,129.57,2019-11-01,129.6,"November 01, 19",128.19,128.59,3231931,3231931,129.12
146,105.85,1.37,0.0105,1.05,131.62,2019-11-04,131.68,"November 04, 19",130.24,130.25,3488828,3488828,131.18
147,106.02,0.09,0.0006831638,0.06831638,131.83,2019-11-05,132.66,"November 05, 19",131.58,131.74,3153690,3153690,132.02
148,106.7,0.75,0.0056848,0.56848,132.68,2019-11-06,132.68,"November 06, 19",131.5,131.93,4683256,4683256,132.28
149,107.11,-0.18,-0.0013656,-0.13656,131.63,2019-11-07,133.02,"November 07, 19",131.53,131.81,4261195,4261195,132.06
150,107.05,0.03,0.0002280848,0.02280848,131.56,2019-11-08,131.56,"November 08, 19",130.17,131.53,2383206,2383206,131.1
151,105.39,-1.66,-0.0127,-1.27,129.51,2019-11-11,131.17,"November 11, 19",129.06,131.17,2686128,2686128,129.91
152,105.48,-0.26,-0.0020017,-0.20017,129.63,2019-11-12,130.65,"November 12, 19",129.08,129.89,3186639,3186639,129.79
153,104.62,-0.87,-0.0067213,-0.67213,128.57,2019-11-13,129.62,"November 13, 19",127.96,129.44,3052646,3052646,128.72
154,104.24,-0.12,-0.0009358185,-0.09358185,128.11,2019-11-14,128.42,"November 14, 19",127.47,128.23,4425940,4425940,128.0
155,104.55,0.01,7.78331e-05,0.00778331,128.49,2019-11-15,129.18,"November 15, 19",128.14,128.48,3412575,3412575,128.6
156,104.48,0.01,7.78877e-05,0.00778877,128.4,2019-11-18,128.57,"November 18, 19",127.37,128.39,3358078,3358078,128.11
157,104.65,-0.35,-0.0027142,-0.27142,128.6,2019-11-19,129.43,"November 19, 19",128.55,128.95,3132770,3132770,128.86
158,103.62,-0.82,-0.0063983,-0.63983,127.34,2019-11-20,128.55,"November 20, 19",126.91,128.16,4328557,4328557,127.6
159,104.12,0.42,0.0032933,0.32933,127.95,2019-11-21,128.27,"November 21, 19",127.13,127.53,3499184,3499184,127.79
160,104.51,0.14,0.0010913,0.10913,128.43,2019-11-22,128.73,"November 22, 19",127.72,128.29,3449185,3449185,128.29
161,105.77,1.43,0.0111,1.11,129.99,2019-11-25,130.02,"November 25, 19",128.44,128.56,2709245,2709245,129.48
162,105.09,-1.01,-0.0077597,-0.77597,129.15,2019-11-26,130.16,"November 26, 19",128.84,130.16,3967687,3967687,129.38
163,104.06,-1.51,-0.0117,-1.17,127.89,2019-11-27,129.74,"November 27, 19",127.74,129.4,3431821,3431821,128.46
164,104.59,0.82,0.0064203,0.64203,128.54,2019-11-29,128.6,"November 29, 19",127.18,127.72,1909264,1909264,128.11
165,103.39,-1.47,-0.0114,-1.14,127.07,2019-12-02,128.59,"December 02, 19",126.65,128.54,3208187,3208187,127.43
166,102.78,0.11,0.0008716323,0.08716323,126.31,2019-12-03,126.62,"December 03, 19",124.94,126.2,3810055,3810055,125.96
167,102.68,-0.83,-0.0065344,-0.65344,126.19,2019-12-04,127.8,"December 04, 19",126.16,127.02,3692380,3692380,126.71
168,102.62,-1.03,-0.0081013,-0.81013,126.11,2019-12-05,127.38,"December 05, 19",125.84,127.14,3760788,3760788,126.44
169,103.63,0.45,0.0035458,0.35458,127.36,2019-12-06,128.0,"December 06, 19",126.86,126.91,3595625,3595625,127.41
170,104.18,0.54,0.0042356,0.42356,128.03,2019-12-09,128.67,"December 09, 19",127.4,127.49,3105051,3105051,128.03
171,104.17,-0.01,-7.81067e-05,-0.00781067,128.02,2019-12-10,128.91,"December 10, 19",127.69,128.03,3640498,3640498,128.21
172,104.06,-0.33,-0.0025739,-0.25739,127.88,2019-12-11,128.59,"December 11, 19",127.79,128.21,4135152,4135152,128.09
173,105.27,1.55,0.0121,1.21,129.37,2019-12-12,129.69,"December 12, 19",127.78,127.82,5046009,5046009,128.95
174,104.41,-0.51,-0.003959,-0.3959,128.31,2019-12-13,129.54,"December 13, 19",128.12,128.82,2651610,2651610,128.66
175,104.34,-0.78,-0.006046,-0.6046,128.23,2019-12-16,129.49,"December 16, 19",127.96,129.01,3189463,3189463,128.56
176,104.41,-0.05,-0.0003894991,-0.03894991,128.32,2019-12-17,128.77,"December 17, 19",127.59,128.37,3040931,3040931,128.22
177,104.56,-0.13,-0.0010107,-0.10107,128.5,2019-12-18,129.06,"December 18, 19",128.25,128.63,3244483,3244483,128.6
178,104.68,0.09,0.0007001167,0.07001167,128.64,2019-12-19,128.8,"December 19, 19",128.29,128.55,4044359,4044359,128.58
179,105.48,-0.14,-0.0010788,-0.10788,129.63,2019-12-20,130.42,"December 20, 19",129.02,129.77,7438943,7438943,129.69
180,105.45,-0.22,-0.0016948,-0.16948,129.59,2019-12-23,130.16,"December 23, 19",129.06,129.81,2932147,2932147,129.6
181,105.0,-0.61,-0.004705,-0.4705,129.04,2019-12-24,129.66,"December 24, 19",128.69,129.65,1257397,1257397,129.13
182,104.95,-0.06,-0.0004649721,-0.04649721,128.98,2019-12-26,129.36,"December 26, 19",128.73,129.04,2227666,2227666,129.02
183,105.23,0.26,0.0020146,0.20146,129.32,2019-12-27,129.78,"December 27, 19",128.94,129.06,2878801,2878801,129.35
184,103.32,-2.28,-0.0176,-1.76,126.97,2019-12-30,129.35,"December 30, 19",126.67,129.25,4308369,4308369,127.66
185,104.27,1.45,0.0114,1.14,128.15,2019-12-31,128.22,"December 31, 19",126.58,126.7,3951265,3951265,127.65
186,105.35,0.4,0.0030993,0.30993,129.46,2020-01-02,129.94,"January 02, 20",128.84,129.06,3293436,3293436,129.42
187,104.51,0.73,0.0057165,0.57165,128.43,2020-01-03,128.93,"January 03, 20",127.69,127.7,2482890,2482890,128.35
188,104.32,0.65,0.005096,0.5096,128.2,2020-01-06,128.34,"January 06, 20",127.34,127.55,2537073,2537073,127.96
189,104.39,0.48,0.0037556,0.37556,128.29,2020-01-07,129.02,"January 07, 20",127.53,127.81,3232977,3232977,128.28
190,105.26,0.77,0.005988,0.5988,129.36,2020-01-08,129.89,"January 08, 20",128.03,128.59,4545916,4545916,129.09
191,106.37,0.96,0.0073977,0.73977,130.73,2020-01-09,130.77,"January 09, 20",129.36,129.77,3902208,3902208,130.29
192,106.33,-0.3,-0.0022904,-0.22904,130.68,2020-01-10,131.81,"January 10, 20",130.32,130.98,3405148,3405148,130.93
193,106.26,1.07,0.0082613,0.82613,130.59,2020-01-13,130.63,"January 13, 20",129.13,129.52,3693426,3693426,130.12
194,105.66,-0.44,-0.0033771,-0.33771,129.85,2020-01-14,131.11,"January 14, 20",129.59,130.29,3850326,3850326,130.18
195,106.28,0.59,0.0045378,0.45378,130.61,2020-01-15,131.99,"January 15, 20",129.74,130.02,4232011,4232011,130.78
196,107.34,0.63,0.0047989,0.47989,131.91,2020-01-16,132.11,"January 16, 20",130.98,131.28,4519661,4519661,131.67
197,107.59,1.69,0.0129,1.29,132.23,2020-01-17,132.25,"January 17, 20",130.17,130.54,5881972,5881972,131.55
198,108.26,1.3,0.0098672,0.98672,133.05,2020-01-21,133.22,"January 21, 20",131.55,131.75,7577329,7577329,132.61
199,111.94,0.54,0.003941,0.3941,137.56,2020-01-22,139.38,"January 22, 20",136.28,137.02,17228038,17228038,137.74
200,111.14,-1.27,-0.0092122,-0.92122,136.59,2020-01-23,138.06,"January 23, 20",135.9,137.86,5918059,5918059,136.85
201,109.34,-2.7,-0.0197,-1.97,134.38,2020-01-24,137.59,"January 24, 20",134.28,137.08,5836889,5836889,135.42
202,107.84,0.11,0.000830753,0.0830753,132.52,2020-01-27,133.91,"January 27, 20",132.03,132.41,4358264,4358264,132.82
203,108.56,0.04,0.0002999175,0.02999175,133.41,2020-01-28,134.29,"January 28, 20",132.65,133.37,3610374,3610374,133.45
204,107.11,-1.42,-0.0107,-1.07,131.63,2020-01-29,133.44,"January 29, 20",131.55,133.05,3194275,3194275,132.21
205,106.4,0.01,7.64818e-05,0.00764818,130.76,2020-01-30,130.95,"January 30, 20",129.03,130.75,5290563,5290563,130.25
206,111.81,0.79,0.0057825,0.57825,137.41,2020-01-31,137.72,"January 31, 20",134.6,136.62,19868352,19868352,136.57
207,113.79,1.93,0.014,1.4,139.84,2020-02-03,140.8,"February 03, 20",137.57,137.91,9295488,9295488,139.4
208,116.0,1.27,0.0089892,0.89892,142.55,2020-02-04,142.81,"February 04, 20",140.42,141.28,5879566,5879566,141.93
209,121.61,5.86,0.0408,4.08,149.46,2020-02-05,150.52,"February 05, 20",143.55,143.6,15048593,15048593,147.84
210,121.95,-0.05,-0.0003335112,-0.03335112,149.87,2020-02-06,151.77,"February 06, 20",148.59,149.92,8786923,8786923,150.07
211,120.59,-1.09,-0.0073773,-0.73773,146.66,2020-02-07,148.7,"February 07, 20",146.2,147.75,6718876,6718876,147.19
212,121.39,1.4,0.0095733,0.95733,147.64,2020-02-10,147.65,"February 10, 20",144.91,146.24,5480831,5480831,146.73
213,120.64,-1.57,-0.0106,-1.06,146.73,2020-02-11,148.39,"February 11, 20",146.01,148.3,4011515,4011515,147.05
214,122.08,1.49,0.0101,1.01,148.48,2020-02-12,148.76,"February 12, 20",146.77,146.99,4641939,4641939,148.0
215,121.29,-0.06,-0.0004065592,-0.04065592,147.52,2020-02-13,148.02,"February 13, 20",146.66,147.58,3996452,3996452,147.4
216,118.46,-3.56,-0.0241,-2.41,144.07,2020-02-14,147.76,"February 14, 20",143.18,147.63,6379763,6379763,145.01
217,118.77,1.26,0.0087989,0.87989,144.46,2020-02-18,144.72,"February 18, 20",143.06,143.2,3496778,3496778,144.08
218,118.58,-0.65,-0.0044865,-0.44865,144.23,2020-02-19,145.21,"February 19, 20",143.7,144.88,2858613,2858613,144.38
219,118.87,0.39,0.002705,0.2705,144.57,2020-02-20,144.95,"February 20, 20",142.93,144.18,3013003,3013003,144.15
220,117.78,-1.15,-0.007964,-0.7964,143.25,2020-02-21,144.4,"February 21, 20",142.29,144.4,3699597,3699597,143.31
221,115.1,0.88,0.0063259,0.63259,139.99,2020-02-24,141.54,"February 24, 20",138.99,139.11,5703210,5703210,140.17
222,111.39,-4.59,-0.0328,-3.28,135.48,2020-02-25,140.6,"February 25, 20",135.05,140.07,6497229,6497229,137.04
223,109.85,-3.02,-0.0221,-2.21,133.6,2020-02-26,137.72,"February 26, 20",133.46,136.62,5656663,5656663,134.93
224,104.63,-3.94,-0.03,-3.0,127.26,2020-02-27,132.59,"February 27, 20",127.16,131.2,8808471,8808471,129.0
225,102.3,0.17,0.0013681,0.13681,124.43,2020-02-28,125.33,"February 28, 20",120.8,124.26,13607832,13607832,123.52
226,105.57,3.39,0.0271,2.71,128.39,2020-03-02,128.53,"March 02, 20",122.32,125.0,8923844,8923844,126.41
227,101.32,-5.34,-0.0415,-4.15,123.23,2020-03-03,130.11,"March 03, 20",122.18,128.57,8259321,8259321,125.18
228,105.5,2.53,0.0201,2.01,128.32,2020-03-04,128.37,"March 04, 20",123.33,125.79,5226234,5226234,126.67
229,101.83,-0.91,-0.007294,-0.7294,123.85,2020-03-05,126.47,"March 05, 20",122.8,124.76,5696725,5696725,124.38
230,100.4,0.98,0.0080905,0.80905,122.11,2020-03-06,122.69,"March 06, 20",119.04,121.13,8570192,8570192,121.28
231,92.6,-2.25,-0.0196,-1.96,112.63,2020-03-09,117.03,"March 09, 20",112.12,114.88,11252345,11252345,113.93
232,98.07,1.9,0.0162,1.62,119.28,2020-03-10,119.39,"March 10, 20",110.67,117.38,11935592,11935592,116.45
233,92.73,-2.91,-0.0252,-2.52,112.78,2020-03-11,117.19,"March 11, 20",111.26,115.69,8835039,8835039,113.74
234,80.81,-6.54,-0.0624,-6.24,98.29,2020-03-12,104.97,"March 12, 20",97.78,104.83,13088284,13088284,100.35
235,84.85,-0.7,-0.0067372,-0.67372,103.2,2020-03-13,104.36,"March 13, 20",96.38,103.9,13077197,13077197,101.31
236,77.88,1.03,0.011,1.1,94.72,2020-03-16,102.69,"March 16, 20",90.82,93.69,11054128,11054128,96.08
237,83.83,5.77,0.06,6.0,101.96,2020-03-17,102.68,"March 17, 20",92.83,96.19,9684182,9684182,99.16
238,81.4,3.96,0.0417,4.17,99.0,2020-03-18,102.23,"March 18, 20",95.03,95.04,9176035,9176035,98.75
239,78.87,-1.9,-0.0194,-1.94,95.93,2020-03-19,99.13,"March 19, 20",93.92,97.83,8782739,8782739,96.33
240,74.98,-5.28,-0.0547,-5.47,91.2,2020-03-20,96.55,"March 20, 20",90.54,96.48,11031639,11031639,92.76
241,74.49,0.16,0.0017691,0.17691,90.6,2020-03-23,93.44,"March 23, 20",86.58,90.44,10176952,10176952,90.21
242,82.91,5.25,0.0549,5.49,100.84,2020-03-24,101.38,"March 24, 20",94.89,95.59,8340699,8340699,99.04
243,83.2,0.36,0.00357,0.357,101.2,2020-03-25,107.53,"March 25, 20",98.31,100.84,9052084,9052084,102.35
244,88.74,5.72,0.056,5.6,107.93,2020-03-26,108.17,"March 26, 20",100.93,102.21,7482561,7482561,105.68
245,84.92,-0.52,-0.0050096,-0.50096,103.28,2020-03-27,106.6,"March 27, 20",102.92,103.8,6718458,6718458,104.26
246,88.77,4.62,0.0447,4.47,107.96,2020-03-30,108.47,"March 30, 20",103.07,103.34,5820467,5820467,106.5
247,87.2,-1.02,-0.0095265,-0.95265,106.05,2020-03-31,108.8,"March 31, 20",105.33,107.07,6635092,6635092,106.73
248,82.64,-1.16,-0.0114,-1.14,100.52,2020-04-01,105.09,"April 01, 20",99.92,101.68,6394093,6394093,101.84
249,86.47,4.42,0.0439,4.39,105.16,2020-04-02,105.47,"April 02, 20",100.52,100.74,6619820,6619820,103.72
250,83.59,-2.47,-0.0237,-2.37,101.66,2020-04-03,105.23,"April 03, 20",100.31,104.13,4747585,4747585,102.4
251,90.25,4.27,0.0405,4.05,109.77,2020-04-06,110.54,"April 06, 20",105.29,105.5,7357773,7357773,108.53
252,90.35,-3.69,-0.0325,-3.25,109.89,2020-04-07,114.31,"April 07, 20",109.82,113.58,5852684,5852684,111.34
253,93.77,2.84,0.0255,2.55,114.04,2020-04-08,114.68,"April 08, 20",110.01,111.2,5395896,5395896,112.91
254,95.5,0.98,0.0085084,0.85084,116.16,2020-04-09,117.51,"April 09, 20",114.89,115.18,5832705,5832705,116.19
255,95.23,-0.46,-0.003956,-0.3956,115.82,2020-04-13,116.44,"April 13, 20",112.85,116.28,5355206,5355206,115.04
256,97.4,0.43,0.0036431,0.36431,118.46,2020-04-14,119.67,"April 14, 20",117.23,118.03,5322780,5322780,118.45
257,93.3,-0.41,-0.0036003,-0.36003,113.47,2020-04-15,114.9,"April 15, 20",111.63,113.88,5896616,5896616,113.33
258,90.97,-3.14,-0.0276,-2.76,110.64,2020-04-16,114.48,"April 16, 20",109.39,113.78,6754650,6754650,111.5
259,94.42,0.79,0.0069268,0.69268,114.84,2020-04-17,115.1,"April 17, 20",112.73,114.05,5194436,5194436,114.22
260,94.65,1.2,0.0105,1.05,115.11,2020-04-20,117.46,"April 20, 20",112.94,113.91,8558058,8558058,115.17
261,91.78,2.64,0.0242,2.42,111.63,2020-04-21,112.0,"April 21, 20",107.13,108.99,15009054,15009054,110.25
