,adjClose,change,changeOverTime,changePercent,close,date,high,label,low,open,unadjustedVolume,volume,vwap
27,103.25,1.09,0.0084621,0.84621,129.9,2019-05-16,130.12,"May 16, 19",128.72,128.81,3156096,3156096,129.58
28,102.07,-0.35,-0.0027182,-0.27182,128.41,2019-05-17,129.46,"May 17, 19",128.05,128.76,2739579,2739579,128.64
29,102.68,1.52,0.0119,1.19,129.18,2019-05-20,129.47,"May 20, 19",127.08,127.66,3414667,3414667,128.58
30,103.69,0.32,0.0024591,0.24591,130.45,2019-05-21,131.03,"May 21, 19",129.82,130.13,2618661,2618661,130.43
31,103.61,0.33,0.0025381,0.25381,130.35,2019-05-22,130.74,"May 22, 19",129.74,130.02,1934891,1934891,130.28
32,100.6,-2.62,-0.0203,-2.03,126.57,2019-05-23,129.19,"May 23, 19",124.7,129.19,5589196,5589196,126.82
33,100.52,-1.2,-0.0094,-0.94,126.46,2019-05-24,128.35,"May 24, 19",125.8,127.66,2715521,2715521,126.87
34,99.14,-1.6,-0.0127,-1.27,124.72,2019-05-28,126.81,"May 28, 19",124.54,126.32,5134605,5134605,125.36
35,98.55,-0.29,-0.0023334,-0.23334,123.99,2019-05-29,124.55,"May 29, 19",122.68,124.28,3848234,3848234,123.74
36,98.46,-0.16,-0.00129,-0.129,123.87,2019-05-30,124.25,"May 30, 19",123.26,124.03,2868027,2868027,123.8
37,96.5,-1.38,-0.0112,-1.12,121.41,2019-05-31,122.79,"May 31, 19",121.27,122.79,3702108,3702108,121.82
38,97.47,1.12,0.0092173,0.92173,122.63,2019-06-03,122.91,"June 03, 19",121.47,121.51,4463177,4463177,122.34
39,100.83,2.99,0.0241,2.41,126.85,2019-06-04,126.9,"June 04, 19",123.41,123.86,4093521,4093521,125.72
40,99.92,-1.8,-0.0141,-1.41,125.71,2019-06-05,127.73,"June 05, 19",124.73,127.51,3306720,3306720,126.06
41,100.47,0.03,0.0002373793,0.02373793,126.41,2019-06-06,126.82,"June 06, 19",125.14,126.38,2403917,2403917,126.12
42,101.3,0.81,0.0063961,0.63961,127.45,2019-06-07,128.8,"June 07, 19",126.4,126.64,2670856,2670856,127.55
43,102.39,0.34,0.0026465,0.26465,128.81,2019-06-10,129.4,"June 10, 19",128.02,128.47,3045220,3045220,128.74
44,103.31,0.6,0.0046379,0.46379,129.97,2019-06-11,130.46,"June 11, 19",129.11,129.37,3564036,3564036,129.85
45,102.49,-0.66,-0.0050926,-0.50926,128.94,2019-06-12,129.96,"June 12, 19",128.5,129.6,2358416,2358416,129.13
46,103.16,0.6,0.0046443,0.46443,129.79,2019-06-13,130.28,"June 13, 19",129.15,129.19,3091244,3091244,129.74
47,102.7,-0.27,-0.0020853,-0.20853,129.21,2019-06-14,129.9,"June 14, 19",128.52,129.48,2294192,2294192,129.21
